MESS_DATUM;V_N
2015031120;7
2015031121;7
2015031122;7
2015031123;5
2015031200;2
2015031201;1
2015031202;2
2015031203;3
2015031204;3
2015031205;7
2015031206;8
2015031207;8
2015031208;8
2015031209;8
2015031210;8
2015031211;8
2015031212;8
2015031213;8
2015031214;8
2015031215;8
2015031216;8
2015031217;8
2015031218;8
2015031219;8
2015031220;8
2015031221;2
2015031222;7
2015031223;8
2015031300;8
2015031301;7
2015031302;7
2015031303;7
2015031304;7
2015031305;8
2015031306;8
2015031307;8
2015031308;8
2015031309;7
2015031310;7
2015031311;8
2015031312;6
2015031313;6
2015031314;6
2015031315;7
2015031316;7
2015031317;7
2015031318;7
2015031319;7
2015031320;8
2015031321;8
2015031322;8
2015031323;8
2015031400;8
2015031401;8
2015031402;8
2015031403;8
2015031404;8
2015031405;8
2015031406;8
2015031407;8
2015031408;8
2015031409;8
2015031410;8
2015031411;8
2015031412;7
2015031413;8
2015031414;8
2015031415;8
2015031416;8
2015031417;8
2015031418;8
2015031419;8
2015031420;8
2015031421;8
2015031422;8
2015031423;8
2015031500;8
2015031501;8
2015031502;8
2015031503;8
2015031504;8
2015031505;8
2015031506;8
2015031507;7
2015031508;7
2015031509;7
2015031510;7
2015031511;7
2015031512;7
2015031513;7
2015031514;7
2015031515;8
2015031516;8
2015031517;8
2015031518;8
2015031519;3
2015031520;3
2015031521;3
2015031522;2
2015031523;3
2015031600;6
2015031601;7
2015031602;7
2015031603;6
2015031604;7
2015031605;7
2015031606;7
2015031607;7
2015031608;4
2015031609;4
2015031610;4
2015031611;6
2015031612;7
2015031613;6
2015031614;6
2015031615;5
2015031616;5
2015031617;7
2015031618;6
2015031619;4
2015031620;5
2015031621;5
2015031622;5
2015031623;2
2015031700;2
2015031701;5
2015031702;5
2015031703;5
2015031704;5
2015031705;2
2015031706;3
2015031707;5
2015031708;6
2015031709;6
2015031710;6
2015031711;7
2015031712;7
2015031713;7
2015031714;7
2015031715;7
2015031716;6
2015031717;6
2015031718;5
2015031719;5
2015031720;2
2015031721;0
2015031722;0
2015031723;0
2015031800;0
2015031801;3
2015031802;3
2015031803;3
2015031804;0
2015031805;0
2015031806;3
2015031807;1
2015031808;0
2015031809;0
2015031810;0
2015031811;0
2015031812;0
2015031813;0
2015031814;0
2015031815;0
2015031816;0
2015031817;0
2015031818;1
2015031819;1
2015031820;0
2015031821;0
2015031822;0
2015031823;0
2015031900;0
2015031901;0
2015031902;0
2015031903;0
2015031904;0
2015031905;0
2015031906;0
2015031907;3
2015031908;2
2015031909;2
2015031910;3
2015031911;2
2015031912;2
2015031913;3
2015031914;4
2015031915;5
2015031916;5
2015031917;6
2015031918;4
2015031919;4
2015031920;2
2015031921;0
2015031922;0
2015031923;0
2015032000;0
2015032001;0
2015032002;0
2015032003;0
2015032004;0
2015032005;0
2015032006;1
2015032007;1
2015032008;1
2015032009;0
2015032010;1
2015032011;1
2015032012;1
2015032013;1
2015032014;2
2015032015;2
2015032016;2
2015032017;3
2015032018;3
2015032019;2
2015032020;1
2015032021;0
2015032022;0
2015032023;0
2015032100;0
2015032101;0
2015032102;0
2015032103;3
2015032104;4
2015032105;2
2015032106;1
2015032107;1
2015032108;5
2015032109;5
2015032110;6
2015032111;7
2015032112;8
2015032113;8
2015032114;8
2015032115;8
2015032116;8
2015032117;8
2015032118;8
2015032119;8
2015032120;8
2015032121;8
2015032122;8
2015032123;8
2015032200;8
2015032201;8
2015032202;8
2015032203;8
2015032204;8
2015032205;7
2015032206;7
2015032207;7
2015032208;7
2015032209;7
2015032210;7
2015032211;7
2015032212;7
2015032213;7
2015032214;7
2015032215;7
2015032216;6
2015032217;5
2015032218;4
2015032219;3
2015032220;3
2015032221;3
2015032222;3
2015032223;3
2015032300;2
2015032301;2
2015032302;2
2015032303;2
2015032304;3
2015032305;3
2015032306;5
2015032307;4
2015032308;4
2015032309;4
2015032310;6
2015032311;6
2015032312;5
2015032313;4
2015032314;4
2015032315;4
2015032316;6
2015032317;7
2015032318;6
2015032319;6
2015032320;7
2015032321;6
2015032322;6
2015032323;6
2015032400;6
2015032401;7
2015032402;6
2015032403;7
2015032404;7
2015032405;7
2015032406;7
2015032407;6
2015032408;7
2015032409;7
2015032410;7
2015032411;8
2015032412;8
2015032413;8
2015032414;8
2015032415;8
2015032416;8
2015032417;8
2015032418;8
2015032419;5
