MESS_DATUM;TT_TU;RF_TU
2024050213;14.7;63.0
2024050214;14.4;64.0
2024050215;14.6;58.0
2024050216;14.3;63.0
2024050217;13.6;67.0
2024050218;13.1;68.0
2024050219;12.2;75.0
2024050220;11.8;77.0
2024050221;10.9;83.0
2024050222;10.8;84.0
2024050223;10.1;88.0
2024050300;10.1;80.0
2024050301;9.7;79.0
2024050302;8.7;96.0
2024050303;8.3;99.0
2024050304;8.2;99.0
2024050305;8.1;99.0
2024050306;8.0;99.0
2024050307;8.1;99.0
2024050308;8.2;99.0
2024050309;8.0;100.0
2024050310;7.9;99.0
2024050311;7.5;100.0
2024050312;7.6;100.0
2024050313;7.0;99.0
2024050314;6.7;99.0
2024050315;6.8;100.0
2024050316;6.3;100.0
2024050317;5.9;99.0
2024050318;5.2;99.0
2024050319;4.7;98.0
2024050320;3.9;98.0
2024050321;3.7;97.0
2024050322;3.3;95.0
2024050323;3.4;94.0
2024050400;3.5;92.0
2024050401;3.7;86.0
2024050402;3.7;90.0
2024050403;3.7;94.0
2024050404;3.7;92.0
2024050405;4.3;82.0
2024050406;5.0;75.0
2024050407;6.1;70.0
2024050408;6.6;69.0
2024050409;7.4;75.0
2024050410;7.7;72.0
2024050411;7.4;75.0
2024050412;8.2;76.0
2024050413;8.0;78.0
2024050414;7.9;82.0
2024050415;7.4;82.0
2024050416;7.1;83.0
2024050417;7.0;86.0
2024050418;6.7;87.0
2024050419;6.2;91.0
2024050420;5.9;97.0
2024050421;6.1;98.0
2024050422;6.3;98.0
2024050423;6.3;98.0
2024050500;6.6;98.0
2024050501;6.8;98.0
2024050502;6.3;99.0
2024050503;6.4;99.0
2024050504;6.6;99.0
2024050505;6.6;99.0
2024050506;5.8;99.0
2024050507;5.1;99.0
2024050508;5.6;98.0
2024050509;5.3;98.0
2024050510;6.1;88.0
2024050511;6.3;77.0
2024050512;7.3;78.0
2024050513;7.0;72.0
2024050514;7.5;72.0
2024050515;7.5;70.0
2024050516;6.7;75.0
2024050517;5.9;79.0
2024050518;5.5;81.0
2024050519;4.8;80.0
2024050520;4.4;85.0
2024050521;4.3;85.0
2024050522;3.9;93.0
2024050523;3.9;94.0
2024050600;4.2;94.0
2024050601;4.6;85.0
2024050602;5.0;76.0
2024050603;5.6;72.0
2024050604;5.4;72.0
2024050605;6.0;73.0
2024050606;6.5;73.0
2024050607;6.2;79.0
2024050608;7.5;76.0
2024050609;8.4;76.0
2024050610;8.5;77.0
2024050611;9.3;79.0
2024050612;8.4;88.0
2024050613;7.6;92.0
2024050614;7.9;90.0
2024050615;7.9;90.0
2024050616;7.9;89.0
2024050617;7.5;90.0
2024050618;7.4;87.0
2024050619;7.3;87.0
2024050620;7.3;84.0
2024050621;6.7;78.0
2024050622;6.5;78.0
