MESS_DATUM;F;D
2015021608;11.6;180
2015021609;10.0;180
2015021610;10.5;180
2015021611;9.3;180
2015021612;8.9;180
2015021613;7.4;180
2015021614;7.3;180
2015021615;6.5;190
2015021616;6.6;190
2015021617;7.3;180
2015021618;7.9;180
2015021619;9.4;180
2015021620;9.8;180
2015021621;7.8;180
2015021622;7.4;180
2015021623;6.7;190
2015021700;5.9;210
2015021701;6.0;210
2015021702;5.1;210
2015021703;5.6;220
2015021704;6.9;230
2015021705;6.3;240
2015021706;5.8;240
2015021707;4.9;260
2015021708;5.8;270
2015021709;4.9;270
2015021710;3.6;250
2015021711;3.9;280
2015021712;5.3;290
2015021713;3.1;290
2015021714;8.6;290
2015021715;9.9;300
2015021716;10.3;310
2015021717;11.5;320
2015021718;12.0;330
2015021719;12.2;340
2015021720;11.8;340
2015021721;11.2;340
2015021722;10.5;350
2015021723;9.3;350
2015021800;8.3;340
2015021801;9.1;340
2015021802;8.7;320
2015021803;7.7;360
2015021804;7.2;10
2015021805;6.5;360
2015021806;4.0;10
2015021807;3.3;360
2015021808;4.1;330
2015021809;3.3;290
2015021810;3.7;280
2015021811;3.5;260
2015021812;2.5;240
2015021813;2.1;240
2015021814;2.0;300
2015021815;2.2;240
2015021816;5.2;250
2015021817;7.0;270
2015021818;6.7;260
2015021819;6.8;250
2015021820;7.0;250
2015021821;6.7;250
2015021822;7.4;250
2015021823;8.6;260
2015021900;8.6;270
2015021901;8.8;270
2015021902;8.8;270
2015021903;9.0;270
2015021904;9.8;270
2015021905;9.5;280
2015021906;7.9;280
2015021907;8.2;260
2015021908;8.9;250
2015021909;9.4;250
2015021910;10.1;260
2015021911;10.5;250
2015021912;11.5;250
2015021913;12.1;250
2015021914;13.4;240
2015021915;12.9;240
2015021916;14.5;240
2015021917;14.5;230
2015021918;12.8;240
2015021919;11.7;250
2015021920;13.2;250
2015021921;13.6;250
2015021922;14.3;250
2015021923;14.8;240
2015022000;14.1;240
2015022001;14.5;240
2015022002;16.8;240
2015022003;19.6;230
2015022004;21.5;220
2015022005;22.5;220
2015022006;22.1;220
2015022007;22.7;220
2015022008;23.6;220
2015022009;23.7;230
2015022010;24.8;230
2015022011;22.8;230
2015022012;21.6;230
2015022013;20.4;230
2015022014;19.7;220
2015022015;17.9;220
2015022016;16.7;210
2015022017;18.3;220
2015022018;18.0;210
2015022019;18.5;210
2015022020;18.4;210
2015022021;21.0;210
2015022022;21.1;210
2015022023;22.9;220
2015022100;20.7;210
2015022101;22.0;210
2015022102;21.3;210
2015022103;20.8;210
2015022104;21.6;210
2015022105;22.7;210
2015022106;22.7;210
2015022107;23.4;220
2015022108;22.4;220
2015022109;21.4;220
2015022110;21.1;220
2015022111;19.0;230
2015022112;14.8;250
2015022113;14.3;260
2015022114;13.5;270
2015022115;13.2;260
2015022116;12.8;240
2015022117;12.9;240
2015022118;13.6;240
2015022119;13.7;250
2015022120;14.9;250
2015022121;14.8;260
2015022122;14.6;260
2015022123;11.5;260
2015022200;11.3;260
2015022201;9.5;260
