Date;Open;High;Low;Last;Volume;Status
20.04.2023;82,75;82,92;80,77;81,1;302902;0
21.04.2023;80,79;82,05;80,45;81,66;196854;0
24.04.2023;81,87;82,99;80,48;82,73;197899;0
25.04.2023;82,59;83,06;80,35;80,77;209279;0
26.04.2023;80,92;81,47;77,46;77,69;172821;0
27.04.2023;77,77;78,61;77,39;78,37;104388;0
28.04.2023;78,25;79,61;77,69;79,54;13303;0
01.05.2023;80,11;80,24;78,13;79,31;146564;0
02.05.2023;79,28;79,78;75,07;75,32;383586;0
03.05.2023;75,31;75,58;71,7;72,33;469620;0
04.05.2023;71,28;73,72;71,28;72,5;362233;0
05.05.2023;72,69;75,75;72,41;75,3;265072;0
08.05.2023;75,23;77,43;74,95;77,01;185745;0
09.05.2023;76,71;77,5;75,07;77,44;283410;0
10.05.2023;77,36;77,6;75,68;76,41;311373;0
11.05.2023;76,62;77,41;74,61;74,98;345164;0
12.05.2023;75,35;75,85;74,03;74,17;259217;0
15.05.2023;74,15;75,75;73,49;75,23;240518;0
16.05.2023;75,55;75,95;74,5;74,91;216202;0
17.05.2023;74,67;77,31;74,1;76,96;297062;0
18.05.2023;76,78;76,99;75,5;75,86;232004;0
19.05.2023;76,03;77,5;75,12;75,58;240530;0
22.05.2023;75,63;76,46;74,55;75,99;241964;0
23.05.2023;76,15;77,74;75,65;76,84;287230;0
24.05.2023;77,7;78,66;77,03;78,36;285991;0
25.05.2023;78,22;78,5;75,1;76,26;237720;0
26.05.2023;76,09;77,35;75,73;76,95;150623;0
29.05.2023;77,39;77,75;76,15;77,07;31546;0
30.05.2023;76,98;77,57;73,2;73,54;112177;0
31.05.2023;73,6;73,81;71,39;72,66;20107;0
01.06.2023;72,15;75,25;72,03;74,28;349919;0
02.06.2023;74,28;76,5;74,18;76,13;273536;0
05.06.2023;77,68;78,73;76,31;76,71;384000;0
06.06.2023;76,55;76,75;74,72;76,29;304579;0
07.06.2023;76,22;77,64;75,51;76,95;325628;0
08.06.2023;76,8;77,68;73,58;75,96;393894;0
09.06.2023;75,53;76,57;74,71;74,79;260198;0
12.06.2023;74,87;74,87;71,58;71,84;358501;0
13.06.2023;72,11;74,66;71,94;74,29;321151;0
14.06.2023;74,05;75,49;73,03;73,2;318373;0
15.06.2023;73,41;75,97;72,91;75,67;260413;0
16.06.2023;75,64;76,74;75,08;76,61;256247;0
19.06.2023;76,4;76,93;75,34;76,09;141417;0
20.06.2023;76,12;77,15;74,51;75,9;276378;0
21.06.2023;75,54;77,24;75,52;77,12;236547;0
22.06.2023;77,03;77,2;73,59;74,14;329526;0
23.06.2023;74,02;74,44;72,11;73,85;169542;0
26.06.2023;74,5;74,85;73,42;74,18;150173;0
27.06.2023;74,28;74,9;72,08;72,26;161145;0
28.06.2023;72,62;74,2;71,57;74,03;91453;0
29.06.2023;73,72;74,98;73,39;74,34;72873;0
30.06.2023;74,22;75,4;74,21;74,9;14703;0
03.07.2023;75,11;76,6;74,56;74,65;327995;0
04.07.2023;74,89;76,29;74,74;76,25;157957;0
05.07.2023;76,03;76,95;75,3;76,65;293737;0
06.07.2023;76,7;77,09;75,03;76,52;333875;0
07.07.2023;76,52;78,54;76,03;78,47;331526;0
10.07.2023;78,6;78,77;77,36;77,69;288399;0
11.07.2023;77,82;79,5;77,63;79,4;333835;0
12.07.2023;79,32;80,55;79,21;80,11;362333;0
13.07.2023;80,19;81,75;79,88;81,36;416119;0
14.07.2023;81,64;81,7;79,53;79,87;311226;0
17.07.2023;79,36;80,64;78,25;78,5;341159;0
18.07.2023;78,52;79,99;78,19;79,63;366473;0
19.07.2023;79,84;80,93;79,17;79,46;311439;0
20.07.2023;79,33;80,27;78,66;79,64;236409;0
21.07.2023;79,78;81,24;79,65;81,07;294345;0
24.07.2023;80,95;83,16;80,42;82,74;295103;0
25.07.2023;82,85;83,87;82,22;83,64;234661;0
26.07.2023;83,19;83,85;82,58;82,92;173824;0
27.07.2023;82,93;84,5;82,93;84,24;110646;0
28.07.2023;83,71;85,09;83,22;84,99;102835;0
31.07.2023;84,95;85,8;84,4;85,56;16527;0
01.08.2023;85,24;85,91;84,21;84,91;297771;0
02.08.2023;85,86;85,99;82,74;83,2;399189;0
03.08.2023;83,46;85,41;82,36;85,14;392606;0
04.08.2023;85,31;86,65;85,06;86,24;268747;0
07.08.2023;86,23;86,73;85,03;85,34;259619;0
08.08.2023;85,79;86,34;83,32;86,17;375869;0
09.08.2023;86;87,65;85,91;87,55;388299;0
10.08.2023;87,39;88,1;86,2;86,4;337572;0
11.08.2023;86,37;87,35;85,84;86,81;318060;0
14.08.2023;86,53;86,71;85,5;86,21;267094;0
15.08.2023;86,12;86,68;84,29;84,89;305414;0
16.08.2023;85,2;85,36;83,13;83,45;334451;0
17.08.2023;83,2;84,88;83,05;84,12;305577;0
18.08.2023;83,88;85,08;83,33;84,8;287965;0
21.08.2023;84,8;85,86;84,31;84,46;289239;0
22.08.2023;84,46;84,66;83,85;84,03;287351;0
23.08.2023;83,99;84,26;81,94;83,21;361614;0
24.08.2023;82,95;83,62;81,97;83,36;253841;0
25.08.2023;83,26;84,97;82,67;84,48;230346;0
28.08.2023;84,87;85,23;84,11;84,42;88354;0
29.08.2023;84,39;85,65;83,8;85,49;115357;0
30.08.2023;85,62;86,23;85,11;85,86;86742;0
31.08.2023;86;86,94;85,74;86,86;11272;0
01.09.2023;86,82;88,99;86,74;88,55;380759;0
04.09.2023;88,95;89,22;88,26;89;140669;0
05.09.2023;88,91;91,15;88,06;90,04;428448;0
06.09.2023;90,12;91,1;89,25;90,6;282913;0
07.09.2023;90,81;90,89;89,46;89,92;213017;0
08.09.2023;89,79;91,02;89,3;90,65;298139;0
11.09.2023;90,83;91,45;90,11;90,64;303424;0
12.09.2023;90,62;92,4;90,52;92,06;336574;0
13.09.2023;92,04;92,84;91,63;91,88;302747;0
14.09.2023;92,04;94,21;92,02;93,7;310000;0
15.09.2023;94,02;94,63;92,67;93,93;316895;0
18.09.2023;94,28;94,95;93,79;94,43;337777;0
19.09.2023;94,66;95,96;94,16;94,34;403396;0
20.09.2023;94,49;94,72;92,76;93,53;330592;0
21.09.2023;93,08;94,6;92,2;93,3;314693;0
22.09.2023;93,37;94,64;92,8;93,27;240036;0
25.09.2023;93,75;94,25;92,54;93,29;177617;0
26.09.2023;93,28;94,21;91,8;93,96;169453;0
27.09.2023;94,12;97,06;94,1;96,55;146716;0
28.09.2023;96,74;97,69;94,76;95,38;91448;0
29.09.2023;95,07;96,26;94,9;95,31;12840;0
02.10.2023;92,18;93,33;90,35;90,71;423483;0
03.10.2023;90,4;91,56;89,5;90,92;437642;0
04.10.2023;91,04;91,21;85,75;85,81;525561;0
05.10.2023;85,88;86,52;83,84;84,07;510684;0
06.10.2023;84,49;84,95;83,44;84,58;424456;0
09.10.2023;86,45;89;86;88,15;412757;0
10.10.2023;88,17;88,49;86,91;87,65;352111;0
11.10.2023;87,72;88,26;85,21;85,82;402309;0
12.10.2023;85,53;87,64;85,18;86;370439;0
13.10.2023;86,35;91;86,28;90,89;424714;0
16.10.2023;90,98;91,39;89,5;89,65;283247;0
17.10.2023;89,91;91;88,88;89,9;252831;0
18.10.2023;91,25;93;90,6;91,5;348193;0
19.10.2023;91,35;93,48;89,57;92,38;308996;0
20.10.2023;93,23;93,79;91,66;92,16;272722;0
23.10.2023;92,11;92,45;89,62;89,83;282444;0
24.10.2023;90,47;90,68;87,35;88,07;304124;0
25.10.2023;88,04;90,35;86,68;90,13;290909;0
26.10.2023;89,92;90,4;87,53;87,93;198635;0
27.10.2023;88,4;90,75;87,83;90,48;109144;0
30.10.2023;90,07;90,15;87,2;87,45;99039;0
31.10.2023;87,9;88,61;87,4;87,41;13681;0
01.11.2023;85,45;87,24;84,58;84,63;321661;0
02.11.2023;85;87,05;84,64;86,85;301873;0
03.11.2023;86,92;87,8;84,56;84,89;354853;0
06.11.2023;85,55;86,46;84,88;85,18;239234;0
07.11.2023;85,15;85,19;81,4;81,61;402762;0
08.11.2023;81,4;81,96;79,2;79,54;420696;0
09.11.2023;79,7;81,48;79,44;80,01;306111;0
10.11.2023;79,85;82,06;79,79;81,43;249548;0
13.11.2023;81,43;82,84;80,41;82,52;243297;0
14.11.2023;82,71;83,97;82,06;82,47;248936;0
15.11.2023;82,39;83,04;80,79;81,18;299421;0
16.11.2023;80,98;81,17;76,6;77,42;441641;0
17.11.2023;77,55;80,81;77,28;80,61;340026;0
20.11.2023;80,3;82,94;79,58;82,32;248325;0
21.11.2023;82,13;82,54;81,43;82,45;238513;0
22.11.2023;82,47;82,65;78,41;81,96;367184;0
23.11.2023;81,6;81,63;80,19;81,42;108324;0
24.11.2023;81,4;82,2;80,13;80,58;114142;0
27.11.2023;80,4;81,17;79,13;79,98;157356;0
28.11.2023;80,19;82,16;79,8;81,68;112496;0
29.11.2023;81,91;83,25;80,96;83,1;98236;0
30.11.2023;82,78;84,75;82,58;82,83;15082;0
01.12.2023;80,67;81,54;78,75;78,88;350252;0
04.12.2023;79,5;79,72;77,52;78,03;388378;0
05.12.2023;78,1;79,09;77;77,2;352886;0
06.12.2023;77,12;77,65;74,11;74,3;385398;0
07.12.2023;74,5;75,48;73,6;74,05;297940;0
08.12.2023;74,59;76,36;74,2;75,84;228452;0
11.12.2023;75,73;76,5;75,01;76,03;212755;0
12.12.2023;76,17;76,66;72,86;73,24;310086;0
13.12.2023;73,26;74,7;72,29;74,26;260182;0
14.12.2023;74,76;77,35;74,44;76,61;257518;0
15.12.2023;76,66;77,23;75,29;76,55;223092;0
18.12.2023;76,8;79,51;75,76;77,95;279466;0
19.12.2023;78,06;79,67;77,41;79,23;214683;0
20.12.2023;79,17;80,6;79,07;79,7;241813;0
21.12.2023;79;80,13;77,81;79,39;193324;0
22.12.2023;79,35;80,37;78,88;79,07;119189;0
26.12.2023;79,04;81,72;78,76;81,07;59735;0
27.12.2023;80,79;81,33;79,29;79,65;70385;0
28.12.2023;79,8;79,95;78,25;78,39;18782;0
29.12.2023;77,38;77,98;76,73;77,04;192949;0
02.01.2024;77,39;79,06;75,6;75,89;338351;0
03.01.2024;76,06;78,67;74,79;78,25;361765;0
04.01.2024;78,56;79,41;76,5;77,59;356646;0
05.01.2024;77,71;79,26;77,66;78,76;291002;0
08.01.2024;78,7;78,95;75,26;76,12;342629;0
09.01.2024;76,3;78,19;75,95;77,59;346788;0
10.01.2024;77,48;78,73;76,38;76,8;353703;0
11.01.2024;76,7;79,1;76,66;77,41;396767;0
12.01.2024;78,75;80,75;77,96;78,29;401343;0
15.01.2024;78,14;78,9;76,85;78,15;177690;0
16.01.2024;78,43;79,4;77,6;78,29;298548;0
17.01.2024;77,77;78,19;76,5;77,88;355399;0
18.01.2024;78,15;79,3;77,33;79,1;325286;0
19.01.2024;79,1;79,73;78,32;78,56;282310;0
22.01.2024;78,89;80,55;77,81;80,06;319709;0
23.01.2024;79,92;80,43;78,7;79,55;331098;0
24.01.2024;79,56;80,73;79,05;80,04;230749;0
25.01.2024;80,31;82,57;80,06;82,43;248177;0
26.01.2024;82,44;83,81;81,31;83,55;240245;0
29.01.2024;84,13;84,8;82,03;82,4;129910;0
30.01.2024;82,62;83,3;81,34;82,87;89312;0
31.01.2024;82,94;82,94;81,59;81,71;14379;0
01.02.2024;80,57;81,55;78,57;78,7;525769;0
02.02.2024;79,15;79,44;76,85;77,33;411746;0
05.02.2024;77,9;78,33;76,62;77,99;293369;0
06.02.2024;77,95;79,08;77,63;78,59;305614;0
07.02.2024;78,7;79,5;78,49;79,21;291684;0
08.02.2024;79,3;81,9;79,03;81,63;436501;0
09.02.2024;81,72;82,45;81,21;82,19;315322;0
12.02.2024;81,94;82,19;80,77;82;246238;0
13.02.2024;82;83,24;81,96;82,77;331801;0
14.02.2024;82,6;83,6;81,39;81,6;344360;0
15.02.2024;81,42;83,25;80,72;82,86;330451;0
16.02.2024;82,79;83,66;81,89;83,47;337055;0
19.02.2024;83,28;83,6;82,55;83,56;185058;0
20.02.2024;83,24;83,63;82,05;82,34;297026;0
21.02.2024;82,5;83,17;81,66;83,03;305182;0
22.02.2024;83,2;83,96;82,33;83,67;275284;0
23.02.2024;83,39;83,48;81,43;81,62;226400;0
26.02.2024;81,41;83,07;81;82,53;180341;0
27.02.2024;82,64;83,7;82,1;83,65;79807;0
28.02.2024;83,3;84,31;82,6;83,68;107854;0
29.02.2024;83,23;83,9;83,05;83,62;16337;0
01.03.2024;82,07;84,34;81,81;83,55;402472;0
04.03.2024;83,5;84,08;82,57;82,8;369831;0
05.03.2024;82,74;83,14;81,72;82,04;450397;0
06.03.2024;82,01;84,05;81,85;82,96;372050;0
07.03.2024;82,92;83,53;82,07;82,96;374565;0
08.03.2024;83,18;83,84;81,71;82,08;320299;0
11.03.2024;82;82,75;81,08;82,21;347327;0
12.03.2024;82,45;83,01;81,69;81,92;320254;0
13.03.2024;82,45;84,24;81,96;84,03;391687;0
14.03.2024;84,04;85,69;83,98;85,42;383733;0
15.03.2024;85,15;85,55;84,6;85,34;287008;0
18.03.2024;85,32;87,18;85,25;86,89;390067;0
19.03.2024;86,94;87,7;86,48;87,38;367418;0
20.03.2024;87,15;87,35;85,59;85,95;386301;0
21.03.2024;86,24;86,64;85,06;85,78;271872;0
22.03.2024;85,66;86,15;85,11;85,43;168348;0
25.03.2024;85,5;87,17;85,4;86,75;175000;0
26.03.2024;86,81;87,06;85,8;86,25;126815;0
27.03.2024;85,86;86,39;85,17;86,09;96507;0
28.03.2024;86,41;87,52;86,3;87,48;18685;0
01.04.2024;86,98;87,98;86,4;87,42;274955;0
02.04.2024;87,62;89,32;87,62;88,92;427936;0
03.04.2024;89,22;89,99;88,67;89,35;367368;0
04.04.2024;89,48;91,3;88,72;90,65;390949;0
05.04.2024;91,21;91,91;90,57;91,17;390775;0
08.04.2024;90,09;91,1;88,78;90,38;392338;0
09.04.2024;90,63;90,94;89,25;89,42;346434;0
10.04.2024;89,55;90,71;88,83;90,48;371230;0
11.04.2024;90,52;90,92;89,38;89,74;377533;0
12.04.2024;90,13;92,18;90,01;90,45;401215;0
15.04.2024;90,95;91,05;88,73;90,1;410360;0
16.04.2024;90,43;90,84;89,41;90,02;323523;0
17.04.2024;90,11;90,17;87,13;87,29;462933;0
18.04.2024;87,42;87,8;86,09;87,11;433240;0
19.04.2024;87,04;90,75;86,19;87,29;499709;0
22.04.2024;87,07;87,26;85,79;87;372125;0
23.04.2024;87,2;88,51;86,03;88,42;341782;0
24.04.2024;88,45;88,86;87,65;88,02;241644;0
25.04.2024;87,89;89,31;87,31;89,01;241354;0
26.04.2024;89,23;89,83;88,78;89,5;113700;0
29.04.2024;89,22;89,29;88,11;88,4;99952;0
30.04.2024;88,41;88,79;87,46;87,86;14191;0
01.05.2024;85,8;85,89;83,29;83,44;482834;0
02.05.2024;83,59;84,44;83,05;83,67;392637;0
03.05.2024;83,9;84,39;82,78;82,96;335565;0
06.05.2024;82,99;83,83;82,77;83,33;222392;0
07.05.2024;83,72;83,88;82,41;83,16;365212;0
08.05.2024;83,02;83,82;81,71;83,58;395430;0
09.05.2024;83,79;84,33;83,45;83,88;309448;0
10.05.2024;84,21;84,53;82,7;82,79;311453;0
13.05.2024;82,78;83,84;82,26;83,36;331784;0
14.05.2024;83,41;83,62;82,1;82,38;333574;0
15.05.2024;82,76;83,07;81,05;82,75;385983;0
16.05.2024;83,03;83,78;82,31;83,27;305714;0
17.05.2024;83,43;84,04;83,08;83,98;277184;0
20.05.2024;83,98;84,49;83,11;83,71;299828;0
21.05.2024;83,75;83,76;82,04;82,88;388556;0
22.05.2024;82,58;82,63;81,57;81,9;347596;0
23.05.2024;81,59;82,97;80,93;81,36;322411;0
24.05.2024;81,4;82,46;80,65;82,12;180639;0
27.05.2024;82,2;83,2;82,08;83,1;56705;0
28.05.2024;83;84,62;83;84,22;184255;0
29.05.2024;84,61;85,02;83,29;83,6;127270;0
30.05.2024;83,51;83,77;81,8;81,86;105407;0
31.05.2024;81,74;82,18;81,17;81,62;17293;0
03.06.2024;81,15;81,65;78,09;78,36;458864;0
04.06.2024;78,14;78,22;76,76;77,52;472048;0
05.06.2024;77,29;78,66;77,18;78,41;339354;0
06.06.2024;78,7;80,08;78,38;79,87;344983;0
07.06.2024;80,05;80,38;79,32;79,62;267067;0
10.06.2024;79,38;82,17;79,34;81,63;344710;0
11.06.2024;81,97;82,36;81,19;81,92;332530;0
12.06.2024;82,08;83,34;81,96;82,6;333394;0
13.06.2024;82,42;83,05;81,8;82,75;333998;0
14.06.2024;82,05;83,39;81,92;82,62;336484;0
17.06.2024;82,61;84,55;82,1;84,25;359719;0
18.06.2024;84,31;85,49;83,67;85,33;402243;0
19.06.2024;85,4;85,84;84,9;85,07;251826;0
20.06.2024;85,19;85,96;84,95;85,71;256456;0
21.06.2024;85,66;86,24;84,84;85,24;240122;0
24.06.2024;84,99;86,16;84,71;86,01;179764;0
25.06.2024;86,06;86,23;84,74;85,01;197495;0
26.06.2024;84,89;85,81;84,47;85,25;142864;0
27.06.2024;85,01;86,5;84,88;86,39;119994;0
28.06.2024;86,56;87,22;86,24;86,41;20941;0
01.07.2024;84,9;86,88;84,85;86,6;401364;0
02.07.2024;86,71;87,46;86,16;86,24;429154;0
03.07.2024;86,44;87,39;85,89;87,34;334820;0
04.07.2024;87,09;87,59;86,51;87,43;179039;0
05.07.2024;87,45;87,95;86,49;86,54;265302;0
08.07.2024;86,74;86,92;85,56;85,75;303583;0
09.07.2024;85,67;85,85;84,53;84,66;354292;0
10.07.2024;84,92;85,66;84;85,08;401561;0
11.07.2024;85,45;85,89;84,64;85,4;336696;0
12.07.2024;85,69;86,35;84,95;85,03;363928;0
15.07.2024;85,1;85,37;84,42;84,85;229269;0
16.07.2024;84,78;84,86;83,3;83,73;327853;0
17.07.2024;83,66;85,2;83,43;85,08;325399;0
18.07.2024;85,23;85,81;84,22;85,11;368318;0
19.07.2024;84,72;85,35;82,56;82,63;362336;0
22.07.2024;82,8;83,22;81,6;82,4;341722;0
23.07.2024;82,25;82,79;80,51;81,01;384324;0
24.07.2024;81,46;82,23;80,93;81,71;298195;0
25.07.2024;81,58;82,53;80,09;82,37;332159;0
26.07.2024;82,4;82,71;80,33;81,13;204946;0
29.07.2024;81,3;81,74;79,36;79,78;132252;0
30.07.2024;79,64;79,99;78,43;78,63;87783;0
31.07.2024;79,02;80,95;79,02;80,72;12089;0
01.08.2024;81,44;81,8;79,43;79,52;364930;0
02.08.2024;79,98;80,46;76,42;76,81;501310;0
05.08.2024;77,61;77,74;75,05;76,3;557814;0
06.08.2024;77,45;77,85;75,58;76,48;393032;0
07.08.2024;76,16;78,87;75,95;78,33;444744;0
08.08.2024;78,55;79,37;77,63;79,16;320083;0
09.08.2024;79,03;79,83;78,77;79,66;213072;0
12.08.2024;79,56;82,4;79,46;82,3;328381;0
13.08.2024;81,88;82,3;80,55;80,69;356457;0
14.08.2024;81;81,44;79,6;79,76;359131;0
15.08.2024;79,96;81,43;79,61;81,04;270927;0
16.08.2024;80,86;81,02;78,62;79,68;320913;0
19.08.2024;79,6;79,81;77,48;77,66;366537;0
20.08.2024;77,66;78,35;76,55;77,2;367144;0
21.08.2024;77,13;78,21;75,65;76,05;323323;0
22.08.2024;75,96;77,7;75,77;77,22;277529;0
23.08.2024;77,25;79,27;77,03;79,02;216340;0
26.08.2024;79,35;81,58;79,24;81,43;234375;0
27.08.2024;81,26;81,59;79,47;79,55;238217;0
28.08.2024;79,87;80,01;77,95;78,65;121160;0
29.08.2024;78,52;80,78;78,12;79,94;97644;0
30.08.2024;79,92;80,6;78,57;78,8;17105;0
02.09.2024;76,95;77,63;76,21;77,52;181373;0
03.09.2024;77,16;77,55;73,51;73,75;568052;0
04.09.2024;73,67;74,8;72,35;72,7;523500;0
05.09.2024;72,76;74,2;72,37;72,69;394468;0
06.09.2024;72,81;73,53;70,61;71,06;374052;0
09.09.2024;71,66;72,21;70,65;71,84;314516;0
10.09.2024;71,92;72,28;68,68;69,19;395714;0
11.09.2024;69,68;71,09;69;70,61;354353;0
12.09.2024;70,6;72,87;70,59;71,97;361866;0
13.09.2024;72,3;73,24;71,46;71,61;260635;0
16.09.2024;72,09;73,39;71,52;72,75;232184;0
17.09.2024;72,91;74,28;72,17;73,7;274588;0
18.09.2024;73,69;74,1;72,31;73,65;290808;0
19.09.2024;73,13;75,18;72,91;74,88;299013;0
20.09.2024;74,77;75;74;74,49;221094;0
23.09.2024;74,71;75,17;73,1;73,9;273950;0
24.09.2024;74,13;75,87;73,95;75,17;238473;0
25.09.2024;75,18;75,35;73,06;73,46;283657;0
26.09.2024;73,4;73,8;70,72;71,6;162218;0
27.09.2024;71,42;72,45;70,91;71,98;99353;0
30.09.2024;72,5;73,17;71,26;71,77;19517;0
01.10.2024;71,85;75,45;69,91;73,56;869146;0
02.10.2024;74,47;76,14;73,59;73,9;541739;0
03.10.2024;74,59;77,99;74,31;77,62;643308;0
04.10.2024;77,79;79,3;77,39;78,05;562047;0
07.10.2024;78,07;81,16;77,23;80,93;496795;0
08.10.2024;80,96;81,14;76,36;77,18;646380;0
09.10.2024;77,49;78,02;75,15;76,58;497001;0
10.10.2024;76,76;79,72;76,72;79,4;400887;0
11.10.2024;79,14;79,5;78,04;79,04;365343;0
14.10.2024;78,55;78,55;74,86;77,46;343072;0
15.10.2024;75,22;75,57;73,34;74,25;491233;0
16.10.2024;74,71;74,93;73,42;74,22;323371;0
17.10.2024;74,47;74,92;73,26;74,45;298428;0
18.10.2024;74,59;74,95;72,5;73,06;320777;0
21.10.2024;73,11;74,57;72,8;74,29;279248;0
22.10.2024;74,23;76,32;73,57;76,04;353150;0
23.10.2024;75,73;76,05;74,42;74,96;288437;0
24.10.2024;75,35;76,54;74;74,38;272667;0
25.10.2024;74,66;76,14;74,17;76,05;209780;0
28.10.2024;72,77;73,28;71,18;71,42;317177;0
29.10.2024;72;72,6;70,72;71,12;108885;0
30.10.2024;71,39;73,12;71,08;72,55;90921;0
31.10.2024;72,85;73,38;72,2;73,16;14265;0
01.11.2024;74,11;74,94;72,89;73,1;336957;0
04.11.2024;74;75,4;73,88;75,08;299385;0
05.11.2024;75;76,24;74,9;75,53;296478;0
06.11.2024;75,3;75,98;73,34;74,92;467562;0
07.11.2024;74,99;76,08;74,02;75,63;397043;0
08.11.2024;75,55;75,61;73,44;73,87;324163;0
11.11.2024;73,85;74,13;71,57;71,83;366901;0
12.11.2024;71,97;72,82;71,55;71,89;317337;0
13.11.2024;71,78;72,63;70,72;72,28;388334;0
14.11.2024;72,12;73,22;71,79;72,56;264408;0
15.11.2024;72,28;72,49;70,83;71,04;307470;0
18.11.2024;70,8;73,47;70,7;73,3;333852;0
19.11.2024;73,15;73,87;72,61;73,31;354131;0
20.11.2024;73,38;73,94;72,7;72,81;260505;0
21.11.2024;73,1;74,4;72,91;74,23;307868;0
22.11.2024;74,29;75,41;73,43;75,17;298303;0
25.11.2024;75,38;75,38;72,84;73,01;282155;0
26.11.2024;72,85;74,36;72,09;72,81;200697;0
27.11.2024;72,88;73,37;72,27;72,83;106533;0
28.11.2024;72,87;73,49;72,38;73,28;49822;0
29.11.2024;73,11;73,47;72,56;72,94;23330;0
02.12.2024;72;72,89;71,52;71,83;289485;0
03.12.2024;71,93;73,93;71,68;73,62;365424;0
04.12.2024;73,62;74,28;72,25;72,31;340349;0
05.12.2024;72,52;72,92;71,8;72,09;318757;0
06.12.2024;72,12;72,19;70,85;71,12;290064;0
09.12.2024;70,92;72,65;70,92;72,14;231212;0
10.12.2024;71,94;72,72;71,53;72,19;265902;0
11.12.2024;72,15;73,75;72,15;73,52;308964;0
12.12.2024;73,6;74;72,42;73,41;324253;0
13.12.2024;73,33;74,59;73,3;74,49;246401;0
16.12.2024;74,6;74,6;73,7;73,91;234416;0
17.12.2024;73,91;74,18;72,48;73,19;270248;0
18.12.2024;73,26;74,2;72,8;73,39;285296;0
19.12.2024;72,91;73,86;72,53;72,88;302552;0
20.12.2024;72,57;73,29;72;72,94;240707;0
23.12.2024;72,86;73,38;71,98;72,63;184073;0
24.12.2024;72,96;73,81;72,79;73,58;93488;0
26.12.2024;73,77;74,17;72,99;73,26;54047;0
27.12.2024;73,16;74,29;73,05;74,17;82603;0
30.12.2024;73,81;74,63;73,8;74,39;23415;0
31.12.2024;74,25;74,89;73,84;74,64;190978;0
02.01.2025;74,93;76,55;74,72;75,93;365430;0
03.01.2025;75,98;76,73;75,53;76,51;314609;0
06.01.2025;76,58;77,5;75,94;76,3;372574;0
07.01.2025;76,18;77,3;75,91;77,05;368628;0
08.01.2025;77,3;77,89;76,04;76,16;442514;0
09.01.2025;76,18;77,27;75,68;76,92;302920;0
10.01.2025;77,26;80,75;77,03;79,76;762618;0
13.01.2025;79,76;81,68;79,76;81,01;610623;0
14.01.2025;80,92;81,15;79,87;79,92;445379;0
15.01.2025;80,29;82,63;79,62;82,03;484576;0
16.01.2025;82,42;82,57;80,39;81,29;453670;0
17.01.2025;81,44;81,93;80,5;80,79;309195;0
20.01.2025;80,98;81,23;79,42;80,15;285721;0
21.01.2025;79,78;80,46;78,45;79,29;390293;0
22.01.2025;79,39;79,9;78,81;79;315478;0
23.01.2025;78,85;79,6;77,8;78,29;348163;0
24.01.2025;77,86;78,99;77,6;78,5;246784;0
27.01.2025;78,34;79;76,3;77,08;247123;0
28.01.2025;77,01;78,18;76,85;77,49;215557;0
29.01.2025;77,62;77,7;76,31;76,58;104849;0
30.01.2025;76,77;77,63;76;76,87;84786;0
31.01.2025;77,25;77,51;76,48;76,77;11036;0
