MESS_DATUM;V_N
2023091803;8
2023091804;8
2023091805;4
2023091806;4
2023091807;8
2023091808;7
2023091809;7
2023091810;8
2023091811;8
2023091812;8
2023091813;8
2023091814;8
2023091815;8
2023091816;8
2023091817;8
2023091818;8
2023091819;8
2023091820;8
2023091821;8
2023091822;8
2023091823;8
2023091900;8
2023091901;8
2023091902;8
2023091903;8
2023091904;8
2023091905;8
2023091906;8
2023091907;7
2023091908;8
2023091909;7
2023091910;7
2023091911;8
2023091912;5
2023091913;6
2023091914;5
2023091915;6
2023091916;2
2023091917;8
2023091918;8
2023091919;8
2023091920;8
2023091921;8
2023091922;8
2023091923;8
2023092000;8
2023092001;1
2023092002;0
2023092003;0
2023092004;0
2023092005;1
2023092006;2
2023092007;0
2023092008;0
2023092009;0
2023092010;0
2023092011;0
2023092012;0
2023092013;0
2023092014;0
2023092015;0
2023092016;0
2023092017;8
2023092018;0
2023092019;1
2023092020;8
2023092021;8
2023092022;6
2023092023;8
2023092100;8
2023092101;8
2023092102;8
2023092103;8
2023092104;8
2023092105;6
2023092106;8
2023092107;8
2023092108;6
2023092109;3
2023092110;4
2023092111;0
2023092112;0
2023092113;0
2023092114;0
2023092115;2
2023092116;8
2023092117;8
2023092118;3
2023092119;2
2023092120;7
2023092121;8
2023092122;8
2023092123;8
2023092200;8
2023092201;8
2023092202;8
2023092203;8
2023092204;8
2023092205;7
2023092206;8
2023092207;7
2023092208;8
2023092209;8
2023092210;7
2023092211;8
2023092212;7
2023092213;7
2023092214;7
2023092215;8
2023092216;8
2023092217;7
2023092218;8
2023092219;8
2023092220;8
2023092221;8
2023092222;8
2023092223;8
2023092300;8
2023092301;8
2023092302;8
2023092303;8
2023092304;8
2023092305;8
2023092306;8
2023092307;8
2023092308;8
2023092309;8
2023092310;8
2023092311;8
2023092312;8
2023092313;8
2023092314;8
2023092315;8
2023092316;8
2023092317;8
2023092318;8
2023092319;7
2023092320;8
2023092321;8
2023092322;8
2023092323;8
2023092400;8
2023092401;5
2023092402;0
2023092403;0
2023092404;0
2023092405;0
2023092406;0
2023092407;0
2023092408;0
2023092409;0
2023092410;0
2023092411;0
2023092412;5
2023092413;3
2023092414;0
2023092415;6
2023092416;0
2023092417;0
2023092418;0
2023092419;0
2023092420;0
2023092421;0
2023092422;0
2023092423;0
2023092500;0
2023092501;0
2023092502;0
2023092503;0
2023092504;0
2023092505;0
2023092506;0
2023092507;0
2023092508;0
2023092509;0
2023092510;0
2023092511;0
2023092512;0
2023092513;0
2023092514;0
2023092515;0
2023092516;0
2023092517;0
2023092518;0
2023092519;0
2023092520;0
2023092521;0
2023092522;0
2023092523;5
2023092600;8
2023092601;8
2023092602;8
2023092603;8
2023092604;8
2023092605;8
2023092606;8
2023092607;8
2023092608;8
2023092609;8
2023092610;8
2023092611;8
2023092612;8
2023092613;8
2023092614;8
2023092615;6
2023092616;3
2023092617;8
2023092618;8
2023092619;8
2023092620;8
2023092621;3
2023092622;8
2023092623;8
2023092700;7
2023092701;6
2023092702;4
2023092703;8
2023092704;8
2023092705;5
2023092706;8
2023092707;2
2023092708;5
2023092709;2
2023092710;0
2023092711;8
2023092712;8
2023092713;8
2023092714;7
2023092715;8
2023092716;0
2023092717;0
2023092718;0
2023092719;0
2023092720;0
2023092721;0
2023092722;0
2023092723;0
2023092800;0
2023092801;0
2023092802;0
2023092803;0
2023092804;0
2023092805;7
2023092806;8
2023092807;7
2023092808;7
2023092809;4
2023092810;1
2023092811;1
2023092812;4
2023092813;4
2023092814;0
2023092815;0
2023092816;0
2023092817;6
2023092818;8
2023092819;7
2023092820;8
2023092821;8
2023092822;7
2023092823;5
2023092900;5
2023092901;3
2023092902;0
2023092903;0
2023092904;0
2023092905;0
2023092906;0
2023092907;0
2023092908;0
2023092909;1
2023092910;8
2023092911;3
2023092912;7
2023092913;7
2023092914;6
2023092915;7
2023092916;7
2023092917;8
2023092918;8
2023092919;7
2023092920;8
2023092921;8
2023092922;8
2023092923;7
2023093000;2
2023093001;1
2023093002;7
2023093003;8
2023093004;8
2023093005;8
2023093006;7
2023093007;7
2023093008;8
2023093009;7
2023093010;6
2023093011;3
2023093012;5
2023093013;2
2023093014;7
2023093015;5
2023093016;7
2023093017;8
2023093018;8
2023093019;8
2023093020;7
2023093021;8
2023093022;7
2023093023;8
2023100100;4
2023100101;1
2023100102;5
2023100103;8
2023100104;7
2023100105;7
2023100106;0
2023100107;0
2023100108;0
2023100109;5
2023100110;6
2023100111;3
2023100112;0
2023100113;0
2023100114;0
2023100115;0
2023100116;0
2023100117;6
2023100118;0
2023100119;7
2023100120;3
2023100121;7
2023100122;0
2023100123;0
2023100200;1
2023100201;0
2023100202;6
2023100203;4
2023100204;7
2023100205;6
2023100206;2
2023100207;5
2023100208;1
2023100209;2
2023100210;8
2023100211;8
2023100212;8
2023100213;1
2023100214;0
2023100215;8
2023100216;3
2023100217;7
2023100218;7
2023100219;2
2023100220;5
2023100221;1
2023100222;5
2023100223;1
2023100300;2
2023100301;0
2023100302;7
2023100303;2
2023100304;0
2023100305;0
2023100306;2
2023100307;3
2023100308;5
2023100309;0
2023100310;0
2023100311;0
2023100312;7
2023100313;3
2023100314;2
2023100315;4
2023100316;4
2023100317;7
2023100318;8
2023100319;8
2023100320;8
2023100321;8
2023100322;8
2023100323;3
2023100400;2
2023100401;0
2023100402;1
2023100403;4
2023100404;2
2023100405;0
2023100406;1
2023100407;0
2023100408;7
2023100409;8
2023100410;4
2023100411;5
2023100412;2
2023100413;6
2023100414;0
2023100415;0
2023100416;8
2023100417;8
2023100418;8
2023100419;8
2023100420;5
2023100421;8
2023100422;1
2023100423;0
2023100500;0
2023100501;8
2023100502;7
2023100503;7
2023100504;8
2023100505;8
2023100506;7
2023100507;7
2023100508;8
2023100509;8
2023100510;8
2023100511;8
2023100512;8
2023100513;8
2023100514;8
2023100515;8
2023100516;8
2023100517;8
2023100518;8
2023100519;8
2023100520;2
2023100521;0
2023100522;4
2023100523;5
2023100600;4
2023100601;0
2023100602;1
2023100603;5
2023100604;8
2023100605;8
2023100606;8
2023100607;8
2023100608;0
2023100609;0
2023100610;0
2023100611;0
2023100612;2
2023100613;7
2023100614;8
2023100615;4
2023100616;4
2023100617;8
2023100618;7
2023100619;8
2023100620;8
2023100621;7
2023100622;2
2023100623;8
2023100700;8
2023100701;3
2023100702;7
2023100703;7
2023100704;7
2023100705;1
2023100706;0
2023100707;0
2023100708;0
2023100709;0
2023100710;0
2023100711;7
2023100712;8
2023100713;8
2023100714;8
2023100715;8
2023100716;8
2023100717;8
2023100718;8
2023100719;8
2023100720;8
2023100721;8
2023100722;8
2023100723;8
2023100800;8
2023100801;8
2023100802;8
2023100803;8
2023100804;8
2023100805;8
2023100806;8
2023100807;8
2023100808;8
2023100809;8
2023100810;8
2023100811;8
2023100812;8
2023100813;8
2023100814;8
2023100815;8
2023100816;8
2023100817;8
2023100818;8
2023100819;8
2023100820;8
2023100821;8
2023100822;8
2023100823;8
2023100900;8
2023100901;8
2023100902;6
2023100903;8
2023100904;8
2023100905;8
2023100906;8
2023100907;8
2023100908;8
2023100909;8
2023100910;8
2023100911;8
2023100912;8
2023100913;8
2023100914;8
2023100915;7
2023100916;8
2023100917;8
2023100918;8
2023100919;8
2023100920;8
2023100921;8
2023100922;8
2023100923;8
2023101000;8
2023101001;8
2023101002;8
2023101003;8
2023101004;8
2023101005;8
2023101006;8
2023101007;8
2023101008;8
2023101009;8
2023101010;7
2023101011;8
2023101012;8
2023101013;8
2023101014;8
2023101015;8
2023101016;8
2023101017;8
2023101018;8
2023101019;8
2023101020;8
2023101021;7
